group_ID,group
1850,Armed Islamic Group (GIA)
1851,Mousa Ismail sub-clan
1852,Abu Sayyaf Group (ASG)
1853,"Rival Zulu Group, name not stated"
1854,Khalistan Zindabad (Long Live Khalistan)
1855,Pro-Palestinian Immigrants
1856,Faithful Resistance
1857,Uganda Democratic Christian Army (UDCA)
1858,Moslem Activists
1859,Fatah Hawks
1860,Coca Farmers
1861,Manatari Brotherhood
1862,Jihadi-inspired extremists
1863,Revolutionary Front for Hatian Advancement and Progress (FRAPH)
1864,Minority Unity Forum
1865,Movement for Dignity and Soverignty
1866,Suriname Liberation Front
1867,Motherland Party
1868,Human Rights Defence Committee
1869,Former Muslim Guerrillas
1870,Taihikai (Great Sadness)
1871,Ningo Tribe
1872,Southern Sierra Peasant Organization
1873,The Islamic Movement
1874,Habr Gedir Clan
1875,Naga Students Federation
1876,Popular Liberation Front Urban Commando
1877,Association of Students and Pupils in Mali (AEEM)
1878,Zulu Miners
1879,Anti-Fascist Action
1880,Furious Rebellion
1881,Popular Front for the Liberation of the Sahara
1882,Puka Inti Maoist Communist Party
1883,"Ultra Nationalist Group, name not given"
1884,Francisco Villa People's Front
1885,Harkat ul Ansar
1886,Former Interior Ministry Officers
1887,Sandval (union) Movement
1888,Sammilito Sangskritik Jote (Alliance of Cultural Forums)
1889,Afghan War Veterans
1890,People's National Liberation Movement
1891,David's Sword
1892,Death to the Demobilized Militias
1893,Rival Parts
1894,Mesopotamian Army (MEZOR)
1895,Arsonists
1896,Corsican Farmers' Front
1897,Ansar Allah
1898,Islamic Arab Front of Azawad (FIAA)
1899,Long-time Muslim immigrants from Bangladesh
1900,Al-Jehad
1901,Colombia Without Guerrillas
1902,Serbian Gangsters
1903,Maoist Farm Laborers Struggle Committee (MXSS)
1904,Anti-Revolutionary Agents
1905,U/I Snipers
1906,New Indigenous Army
1907,Palestinian Activists
1908,United Students Forum
1909,Shop owners
1910,Ganda Koi
1911,Movement of the Islamic State (MEI)
1912,Korea Univ. Students
1913,Council for Popular Justice
1914,Albatros Commando
1915,Turks of Western Thrace
1916,Lord's Resistance Army (LRA)
1917,Bosnian Serbs
1918,Iraqi Islamic Vanguards for National Salvation (IIVNS)
1919,Organized Crime
1920,Socialist Chhatra League
1921,National Democratic Party
1922,U/I Asian Gang
1923,Iraqi National Congress (INC)
1924,U/I Somali Militiamen
1925,Presidential Movement (MP) Militiamen
1926,U/I Private army of wral politician
1927,Bosnian Croats
1928,Pro-Khasbulaton Rebels
1929,National Liberation People's Front (FPLN)
1930,Aristide supporters
1931,Devrimici Halk Kurtulus Cephesi (DHKP/C)
1932,U/I Liberian Gunmen
1933,U/I Catholic Traditionalists
1934,Georgian Sabotage Group
1935,Depositers angered
1936,United Action Council
1937,Taxi Drivers
1938,Al-Hadid
1939,Paupa New Guinea Troops
1940,Pro-Aristade
1941,Kuki Tribal Militants
1942,Opposition Jatiya Samajtantrik Del Party
1943,Cleansing Squad
1944,Black African Vigilantes
1945,Fundamentalists
1946,Dignity Command
1947,Indians
1948,White Guard
1949,United National Party
1950,Timorese Students
1951,Jaime Bateman Cayon Group (JBC)
1952,Union of Peaceful Citizens of Algeria
1953,Islamist Sufi Group
1954,Rival Party Members
1955,Rival Soccer Clubs
1956,Squatters
1957,Shangytown residents
1958,Congress Party Activists
1959,Malitia-Pro Govt
1960,Bihar People's  Party (Hindu militants)
1961,King Street
1962,Kim Pyongnil Supporters
1963,Alex Boncayao Brigade (ABB)
1964,El Mico Rebel Gray
1965,Krikapi Indians
1966,Civilians Seeking Revenge
1967,Attaches
1968,State Council of Indian and Peasant Organization
1969,Committee of Coordination
1970,Paramilitaries
1971,Macetos (Paramilitary Group)
1972,Namchong-Nyon Students
1973,Pareci Indians
1974,Anti-Imperialist Cell (AIZ)
1975,Association of Demobilized Armed Forces
1976,Concerned citizens
1977,People's Alliance
1978,Ninjas
1979,Democratic Karen Buddhist Army (DKBA)
1980,Former Soldiers/Police
1981,Right-Wing Youths
1982,Afghan Merceneries
1983,Islamic Renewal Movement
1984,Egyptians
1985,Anti-Narita Extremists
1986,Shanty Dwellers
1987,Central American Movement of Solidarity (MOSCA)
1988,Democratic Front for Renewal (FDR)
1989,Opossition 48 hour general strikers
1990,Kenyan rebels from Uganda
1991,Right-Wing Paramilitaries
1992,Nomadic AFARS
1993,Movement for Democracy and Development (MDD)
1994,Burmese Minority Group Pirates
1995,National Democratic Alliance (NDA)
1996,Zairian Dissidents
1997,Hutus Former Soldiers
1998,Algeisk Wolves
1999,All-Party Students Union
2000,Jewish Fighting Organization (Eyal)
2001,Khun Sa Guerrillas
2002,Kalpar Tribesmen
2003,Local landlord employee
2004,Taliban
2005,Peasant Self-Defense Group (ACCU)
2006,Hiroyuki Jo
2007,Mazari Tribesmen
2008,Liberia Peace Council
2009,Tulawie Clan
2010,Union members
2011,Boer Sentries
2012,M-19 Splinter
2013,Supporters of opposing candidate Abdu Sakurtan
2014,Kuki tribesmen
2015,Vietnamese Detainees
2016,Bavarian Liberation Army
2017,Belarusian Liberation Army
2018,Tribal Clash
2019,Pacific Popular Front
2020,Sandinista Protester
2021,United Wa State Army
2022,St. Kitts Nevis Labor Party
2023,Huria Kristen Batak Protestan (HKBP)
2024,Professional Killers
2025,Rival Bangledesh Chhatra League Faction
2026,U/I Militia Group led by Raul Martinez
2027,Chinese Mafia
2028,National Accord Movement
2029,Al-Faran
2030,Purbo Banglar Communist Party
2031,Students  U of PNG
2032,Party for Democracy anti-nuclear-test protesters
2033,Armed Forces for a Federal Republic (FARF)
2034,Israeli extremists
2035,Tripura Separatists
2036,Anti-Establishment Nucleus
2037,Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen
2038,Commandos for A Popular alternative
2039,Islamic Salvation Front (Palestine)
2040,Revolutionary Voice of the People (VPR)
2041,U/I Islamic Separatists
2042,Miscreants
2043,H-World/Heavenly Group
2044,Kurdish Islamic Unity Party
2045,Cuncolta Naziunalista
2046,Movement for Self-Determination
2047,Asbat al-Ansar
2048,Pro-Government Students
2049,Lavalas Supporters
2050,Peasant Squatters
2051,Dukhta-ran-e-Millat
2052,E. Timorese Youths
2053,Leftist youths
2054,Tamil Nadu Liberation Army
2055,Rival Activists
2056,Islamic Revival Movement
2057,Sons of the Gestapo
2058,Pro-Indonesia extremists
2059,Algerian Moslem Fundamentalists
2060,Slum Dwellers
2061,Disgruntled Petroecuador workers
2062,Supporters of Second Prime Minister Hun Sen
2063,Former Student Hostel
2064,leftist guerrillas-Bolivarian militia
2065,Dignity for Colombia
2066,Ethiopians
2067,International Justice Group (Gama'a al-Adela al-Alamiya)
2068,Strike Enforcers
2069,Supporters of President J-B Aristide
2070,Evangelical Christians
2071,Jammu and Kashmir Islamic Front
2072,Anti - Election Demonstrators
2073,Civil War Veterans
2074,U/l men
2075,Charlot Jacquelin Militant Front
2076,Pro-State Militiamen
2077,Direct Action Against Drugs (DADD)
2078,Cell for Internationalism
2079,Anti-Nuclear Society for a Silent Counter-Offensive (ANGST)
2080,Chechen Lone Wolf Group
2081,National Council of Maubere Resistance
2082,United Front for Nigeria's Liberation (UFNL)
2083,Student Militants
2084,Karnataka State Farmers Association
2085,Rival peasant band
2086,Rival Afghan Group
2087,Kosovo Liberation Army (KLA)
2088,Islamic Front for the Liberation of Bahrain
2089,U/I Liberians
2090,Social Christian Party (PSC)
2091,Thavar Caste
2092,Rival caste
2093,Irianese Tribesmen
2094,Militant Peasants (NFI)
2095,Local Extremist
2096,Bani Hilal Tribe
2097,Phineas Priesthood
2098,National Socialist Underground
2099,Sudan Alliance Forces
2100,GN-95
2101,Gun runners
2102,Black Mambas
2103,Unidentified Infiltrators
2104,Organization 544
2105,Labor Union Leaders
2106,Islamic Movement of Martyrs
2107,Nihilists Faction
2108,West Nile Bank Front (WNBF)
2109,Ikhwan Jammu and Kashmir
2110,Last Alternative Guerrilla Front
2111,Cambodian Gunmen
2112,Jagrata Towhidi Janata (Rising Faithfuls)
2113,Saudi Hezbollah
2114,Viviana Gallardo Command
2115,Afridi Tribe
2116,Turkish Revenge Brigade
2117,Ranbir Sena
2118,Continuity Irish Republican Army (CIRA)
2119,Popular Revolutionary Army (Mexico)
2120,Kaingang Indians
2121,Uighur Separatists
2122,Chinese Illegal Immigrant
2123,Self Defense Forces
2124,Unarmed Algerian
2125,Comando Bautista B
2126,Lebanese male
2127,Peasant protesters
2128,Shinwari Tribe
2129,Hanchongryun
2130,Lashkar-e-Jhangvi
2131,Bharat Zinc Workers
2132,Kidnapping gang
2133,Sipah-I-Mohammed
2134,Jatav Caste
2135,All Karanataka Youth Council
2136,Ujjan Tribe
2137,Beja Congress
2138,Bahujan Samaj Party
2139,The Organization for the Return of Legality
2140,Lufa Tribesmen
2141,Ethiopian Dongiro tribesmen
2142,Anti-Bhutto demonstrators
2143,National Renewal Party
2144,Vanuatu Mobile Force (VMF)
2145,Al-Toaiman Tribesmen
2146,Guaycaipuro Indians
2147,National Council for Defense of Democracy (NCDD)
2148,Jamiat ul-Mujahedin (JuM)
2149,Earth Liberation Front (ELF)
2150,Indian Tigers
2151,Uganda Federal Democratic Alliance (UFEDA)
2152,Fighting Guerrilla Formation
2153,Children of November
2154,Ticuna Indian
2155,Revolted Persons of the Polytech School
2156,Demonstrators
2157,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)"
2158,National People's Movement Coordination Committee
2159,Tajik Rebels
2160,Al-Masni Tribe
2161,Revolutionary Nuclei
2162,Lashkar-e-Taiba (LeT)
2163,Bodo Liberation Tigers (BLT)
2164,Islamic Movement for Change
2165,Justice Army for Defenseless Peoples
2166,Boere Aanvals Troepe (BAT)
2167,Bosnian refugee
2168,Danish Neo-Nazi Group
2169,Civil Servants and Unionists
2170,Kamal Boulander Group
2171,Pakistan Muslim League (PML)
2172,Institutional Revolutionary Party (PRI)
2173,Cambodian People's Party (CPP)
2174,Revolutionary Proletarian Army
2175,Communist Party of Nepal- Maoist (CPN-M)
2176,Tribesmen Murad Tribe
2177,Ashuar Tribe
2178,Death to Rustlers
2179,Anonima Sequestri
2180,Catholic E. Timurese
2181,Allied Democratic Forces (ADF)
2182,Maori
2183,Vietnamese
2184,Buddhist Monks
2185,Koreans
2186,Jihad Islamic League Front
2187,Columbia PM
2188,Timorese guerrillas
2189,Guatemalan hired assasins
2190,Pataxo Indians
2191,Republic of Texas
2192,Tribal guerrillas
2193,Loyalist Volunteer Forces (LVF)
2194,Tehrik al-Mojahedin
2195,Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML)
2196,Nepali Congress Party (NC)
2197,Guerrilla Command Force 97
2198,Elos security firm
2199,Republican Anticlerical Group
2200,Massive escape
2201,Revolutionary Military Council
2202,"Raul Ernesto Cruz Leon, Salvadorian"
2203,Sagrado Corazon Fanatic Group
2204,Andres Castro United Front
2205,Northern Diriangen Front (FND)
2206,Al-Yemenia al-Ulia Tribesmen
2207,We Who Built Sweden
2208,Tamil Liberation Army
2209,Rahanwein Resistance Army (RRA)
2210,White Legion (Georgia)
2211,Modakeke Ethnics
2212,Majerten clansmen
2213,Korubo Tribe
2214,Rival clan
2215,Convention of Liberal Reformers (CLR)
2216,Che Guevara Guerrillas
2217,Serb demonstrators
2218,Sa'ad Militia
2219,Rizvon Sadirov Group
2220,Filipino Soldiers for the Country
2221,Saharan Revolutionary Armed Front (FARS)
2222,Jordanian Islamic Resistance
2223,Grupo de Combatientes Populares
2224,Commander Luciano Varela Antiguerrilla Group
2225,Bin Zabyan Tribesmen
2226,Shahid Khalsa Force
2227,Revolutionary Struggle
2228,Brelvi Muslims
2229,Islamic Jihad Organization (Yemen)
2230,"Tribesmen, al-Itada"
2231,Retired Soldier
2232,Kamajor Hunters
2233,Revolutionary Combat Brigades
2234,Party Unity
2235,Supporters of ret. Gen. Lino Oviedo
2236,Activists
2237,Youth Gang
2238,Modakeke Ethnic Activists
2239,Al-Sunni muslim sect
2240,Kisii Activists
2241,People's Militia of Dagestan
2242,People's Revolutionary Army (ERP)
2243,Maasai
2244,National Development Party (NDP)
2245,Algerian Islamic Extremists
2246,15-May
2247,Conscientious Arsonists (CA)
2248,Union of Democratic Forces
2249,Al-Ummah
2250,Zviadists
2251,Supporters of Ali Mahdi Mohammed
2252,14 K Triad
2253,May-98
2254,Real Irish Republican Army (RIRA)
2255,Anti-Christian extremists
2256,Arsonists for Social Cohesion
2257,Banyamulenge rebels
2258,Muslims Against Global Oppression (MAGO)
2259,Wolves of Islam
2260,Congolese Democratic Coalition
2261,Partisan Sharpshooters
2262,Tribesmen
2263,Supporters of Colonel Mahmud Khudoyberdiyev
2264,Orange Volunteers (OV)
2265,Robin Food
2266,Tigers
2267,Fight Against Authority
2268,Mahdaviyat
2269,Armed Forces Revolutionary Council (AFRC)
2270,Matan Abdulle
2271,Vishwa Hindu Parishad (VHP)
2272,People Against Gangsterism and Drugs (PAGAD)
2273,Red Hand Defenders (RHD)
2274,Support of Ocalan-The Hawks of Thrace
2275,Sword of Islam
2276,Ansar Sarallah
2277,Salafist Group for Preaching and Fighting (GSPC)
2278,Mazdoor Kisan Sangram Samiti (MKSS)
2279,Harkatul Jihad-e-Islami
2280,The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC)
2281,Comite d'Action Viticole
2282,SKIF Detachment
2283,National Democratic Alliance of Sudan
2284,Pemuda Pancasila
2285,New Revolutionary Alternative (NRA)
2286,Association of Mobil Spill Affected Communities (AMSAC)
2287,Anti-Imperialist Commando
2288,Combat 18
2289,CSS Movement
2290,Anti-Racist Guerrilla Nuclei
2291,Red Line
2292,White Wolves (UK)
2293,Loyalists
2294,Aitarak Militia
2295,Besi Merah Putih Militia
2296,Anti-Independence extremists
2297,People's Sovereignty Party (PDR)
2298,National Army for the Liberation of Uganda (NALU)
2299,Supporters of Ernest Wamba dia Wamba
2300,United Self Defense Units of Colombia (AUC)
2301,Fatherland
2302,Guadalcanal Liberation Army
2303,Ijaw extremists
2304,Human Rights Renewal Movement (Renovacion por los Derechos Humanos)
2305,Ariska Brodraskapet (Aryan Brotherhood)
2306,Hells Angels
2307,World Church of the Creator
2308,Anti-State Proletarian Nuclei
2309,Movement for Democracy and Justice in Chad (MDJT)
2310,Mahidi
2311,Supporters of Pascal Lissouba
2312,The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
2313,The Justice Department
2314,Dima Halao Daoga (DHD)
2315,Tupamaro Revolutionary Movement
2316,Adan Abyan Islamic Army (AAIA)
2317,Armata di Liberazione Naziunale (ALN)
2318,Ummah Liberation Army
2319,Communist Party of India- Marxist-Leninist
2320,Union of Revolutionary Communists in Turkey (TIKB)
2321,Harakat ul-Mujahidin (HuM)
2322,Vigorous Burmese Student Warriors
2323,Friendly Company
2324,East Turkistan Liberation Organization
2325,Gazteriak
2326,Fatherland and Liberty Nationalist Front (FNPL - Frente Nacionalista Patria y Libertad FNPL)
2327,Supporters of Johnny Paul Koroma
2328,Angry Brigade (Italy)
2329,Bani Jaber tribe
2330,Youth of Islamic Awakening
2331,Anti-State Action
2332,Anti-Capitalist Action
2333,Egbesu Youths of the Bayelsa
2334,Zionist Resistance Fighters
2335,Anti-Zionist Movement
2336,Clandestini Corsi
2337,Al-Nawaz
2338,Bengali Tiger Force (BTF)
2339,Beli Orlovi (White Eagles)
2340,Colombian Patriotic Resistance
2341,Autonomous Decorators
2342,Anarchist Faction
2343,Odua Peoples' Congress (OPC)
2344,Revolutionary Leninist Brigades
2345,28s
2346,God's Army
2347,Erotic Anti-authority Cells
2348,National People's Party (Rashtriya Janata Dal - RJD)
2349,Squadrons of Terror (Katibat El Ahoual)
2350,Serb Radical Party
2351,Terena Indians
2352,Coalition to Save the Preserves (CSP)
2353,Last Generation
2354,Jaish-e-Mohammad (JeM)
2355,Iconoclasts
2356,Karbi National Volunteers (KNV)
2357,Revolutionary Perspective
2358,Revenge of the Trees
2359,Borana bandits
2360,Supporters of General Lino Oviedo
2361,National Front Against Tigers (NFAT)
2362,Fighters of Democratic Latvia
2363,International Solidarity
2364,Civil Defense Force (CDF)
2365,Revolutionary Proletarian Initiative Nuclei (NIPR)
2366,Al-Ma'unah
2367,Kamtapur Liberation Organization (KLO)
2368,Baby Liberation Army
2369,Fuerzas Armadas Revolucionarias del Pueblo (FARP)
2370,Ejercito Revolucionario Guevarista (Guevarist Revolutionary Army)
2371,Jemaah Islamiya (JI)
2372,Islamic Movement of Uzbekistan (IMU)
2373,Black Star
2374,Armata Corsa
2375,Anarchist Struggle
2376,West Side Boys
2377,Skinheads
2378,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
2379,Isatabu Freedom Movement (IFM)
2380,Government Supporters
2381,Mungiki Sect
2382,Uighur Liberation Organization
2383,Anti-Communist Command (KAK)
2384,Akhilesh Singh Gang
2385,Umar al-Mukhtar Martyr Forces
2386,United Bengali Liberation Front (UBLF)
2387,Al-Aqsa Martyrs Brigade
2388,The Husayn Ubayyat Martyrs' Brigades
2389,Al-Zaidi Tribe - Mareb
2390,National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB)
2391,Palestinian Hezbollah
2392,The Islamic Revolution to Liberate Palestine
2393,Cambodian Freedom Fighters (CFF)
2394,Takfir wal-Hijra (Excommunication and Exodus)
2395,Allied Democratic Forces of Guinea (RDFG)
2396,Islamic Defenders' Front (FPI)
2397,Anarchists Attack Team
2398,Popular Resistance Committees
2399,Intifada Martyrs
2400,Rastas
2401,United People's Democratic Solidarity (UPDS)
2402,Civic United Front (CUF)
2403,National Liberation Army (NLA) (Macedonia)
2404,Supporters of Saddam Hussein
2405,Chukakuha Revolutionary Army
2406,Marhan Clan
2407,"Civil Association for Peace in Colombia, Asocipaz"
2408,"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)"
2409,Forces for the Defense of Democracy (FDD)
2410,Chakma tribal group
2411,Tanzim
2412,Liberation War Veterans Association
2413,Sudan Liberation Movement
2414,Haika
2415,Kanglei Yawol Kanna Lup (KYKL)
2416,Dayak gang
2417,Rodolfo Walsh National Command
2418,Supporters of Muhammad Umar Habib
2419,Supporters of Muse Sudi Yalahow
2420,Special Purpose Islamic Regiment (SPIR)
2421,Croat Democratic Union
2422,Students Islamic Movement of India (SIMI)
2423,Anti-Imperialist Territorial Nuclei (NTA)
2424,Liberians United for Reconciliation and Democracy (LURD)
2425,Revolutionary Violence Units
2426,Al-Hamas Mujahideen
2427,Mayi Mayi
2428,Free Vietnam Movement
2429,Gilad Shalhevet Brigades
2430,Anarchist Squad
2431,Group of Carlo Giuliani
2432,Anarchist Liberation Brigade
2433,Nobles of Jordan
2434,Achik National Volunteer Council (ANVC)
2435,Albanian National Army (ANA)
2436,Popular Army Vanguards- Battalions of Return
2437,South Londonderry Volunteers (SLV)
2438,Musa Sudi Yalahow Militia
2439,Habi's Er'roub seriat
2440,Association Totalement Anti-Guerre (ATAG)
2441,Lashkar-e-Omar
2442,Mujahedin Kompak
2443,Armed Forces of the Chechen Republic of Ichkeria
2444,Laskar Jihad
2445,11-Sep
2446,Movement for the Actualization of the Sovereign State of Biafra (MASSOB)
2447,People's Democratic Party (PDP)
2448,Indigenous People's Federal Army (IPFA)
2449,Draa El Mizan Seriat
2450,Pentagon Kidnap Group
2451,National Youth Service of Zimbabwe
2452,Karamojong Warriors
2453,Revolutionary Force
2454,Avengers of the Infants
2455,United Kuki Liberation Front (UKLF) - India
2456,Islamic Front
2457,Ansar al-Islam
2458,Sympathizers of Al-Qaida Organization
2459,Grozny Jamaat
2460,Chin National Army
2461,Porattom
2462,Fanmi Lavalas
2463,Didier Ratsiraka's Militia
2464,Face to Face (Face-a-Face)
2465,Taliban (Pakistan)
2466,Kuki Revolutionary Army (KRA)
2467,Popular Resistance (Laiki Antistasi)
2468,Movement for Democratic Change (MDC)
2469,Barisan Revolusi Nasional (BRN)
2470,Al-Madina
2471,Congolese Rally for Democracy (RCD)
2472,Sardinian Autonomy Movement
2473,Mujahideen Islam Pattani
2474,New Revolutionary Popular Struggle (NELA)
2475,Rabid Brothers of Giuliani
2476,Al-Intiqami al-Pakistani
2477,Al-Mansoorian
2478,Ed'daoua Es'salafia Lilqadha
2479,All Nepal National Free Student Union-Revolutionary
2480,Army of the Republic of Ilirida
2481,Democratic Iraqi Opposition of Germany
2482,Guadalcanal Liberation Front (GLF)
2483,People's Revolutionary Militias (MRP)
2484,Front for Peace and Reconciliation (FRP)
2485,Al-Arifeen
2486,Islamic Shashantantra Andolon (ISA)
2487,Anti-Kim Jong-il extremists
2488,Tawhid and Jihad
2489,Jerusalem Groups Hebrew (Qvutzot Yerushalayim)
2490,Al-Badr
2491,Young Liberators of Pattani
2492,Harakat ul-Mujahidin Al-Almi
2493,Ramzi Nahra Martyr Organization
2494,Al-Nasirin (India)
2495,Fulani extremists
2496,CCCCC
2497,Save Kashmir Movement
2498,Praveen Dalam
2499,Resistenza Corsa
2500,Rashtriya Swayamsevak Sangh
2501,Islamic Fateh
2502,Shan United Revolutionary Army
2503,Supporters of Johnny Adair
2504,Vanguard of Red Youth (AKM)
2505,Jama'atul Mujahideen Bangladesh (JMB)
2506,White Legion (Ecuador)
2507,Zemun Clan
2508,Enraged Revolutionaries
2509,The War That Was Never Declared
2510,Kuki Liberation Army (KLA)
2511,Saif-ul-Muslimeen
2512,Pokot extremists
2513,Comando Malvinas Argentinas
2514,Dissident Republicans
2515,Al-Qaida in Saudi Arabia
2516,Proletarian Nuclei for Communism
2517,Muslim United Army (MUA)
2518,Salafia Jihadia
2519,People's Revolutionary Party of Kangleipak (PREPAK)
2520,Lendu extremists
2521,Swaziland Youth Congress (Swayoco)
2522,Popular Revolutionary Action
2523,Al-Shuda Brigade
2524,Egbema National Front
2525,Armed Vanguards of a Second Mohammed Army
2526,Revolutionary Cells-Animal Liberation Brigade
2527,Cannibal Army
2528,Fedayeen Imam Mahdi
2529,Al-Qaida in Iraq
2530,Kashmir Freedom Force
2531,Free Democratic People's Government of Laos
2532,United National Liberation Front (UNLF)
2533,Union of Congolese Patriots (UPC)
2534,Kuki National Front (KNF)
2535,Loyalist Action Force
2536,Bini-Oru
2537,Al-Haramayn Brigades
2538,Informal Anarchist Federation
2539,Baathist extremists
2540,The Inevitables
2541,Armed Revolutionary Left (IRA)
2542,Moroccan extremists
2543,Mahdi Army
2544,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
2545,Ansar al-Din
2546,Mujahedeen Brigades
2547,Mujahedeen Group
2548,Janjaweed
2549,Itsekiri
2550,Jaish al-Ta'ifa al-Mansura
2551,Resistance Cell
2552,Al-Qaida in the Arabian Peninsula (AQAP)
2553,Khalid ibn Walid Brigade
2554,Jenin Martyrs Brigades
2555,Holders of the Black Banners
2556,Mujahedeen Corps in Iraq
2557,Islamic Jihad Group (IJG)
2558,Islambouli Brigades of al-Qaida
2559,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq)
2560,Kurdistan Freedom Hawks (TAK)
2561,Ansar al-Sunna
2562,Al Zawahiri Loyalists
2563,Anonymous Underground Movement (MCA)
2564,Jaish al-Muslimin (Army of the Muslims)
2565,Abdullah Azzam Brigades
2566,French Armed Islamic Front
2567,Al-Sunna wal Jamma
2568,1920 Revolution Brigades
2569,Initiative de Resistance Internationaliste
2570,Hofstad Network
2571,Ansar al-Jihad
2572,Salafi Daawa Group
2573,Mujahedeen Army
2574,Balochistan National Army
2575,Islamic Movement of Iraqi Mujahidin
2576,Etnocacerista Movement
2577,Liberals of Galilee
2578,Global Intifada
2579,Islamic Jihad Brigades
2580,Baloch Liberation Army (BLA)
2581,Brigades of Iman Hassan-al-Basri
2582,Nationalist Integrationist Front (FNI)
2583,Mahsud Tribe
2584,Baloch Nationalists
2585,Colonel Karuna Faction
2586,Thai Islamic Militants
2587,Organization of Soldiers of the Levant
2588,Protectors of Islam Brigade
2589,Al-Nasireen Group
2590,Omar Bin Khattab Group
2591,Al-Shabaab al-Mu'minin
2592,Communist Party of India - Maoist (CPI-Maoist)
2593,Mujahedeen Shura Council
2594,Patriotic Resistance Front in Ituri (FRPI)
2595,National Anti-Corruption Front (FNA)
2596,Junaid Jihadist Battalion
2597,Badr Brigades
2598,Tela Mohammed
2599,Dagestani Shari'ah Jamaat
2600,Mariano Moreno National Liberation Commando
2601,Arbav Martyrs of Khuzestan
2602,Al-Ahwaz Arab People's Democratic Front
2603,Hizb al-Tahrir al-Islami (HT)
2604,United Jihad Council
2605,Imam Hussein Brigade
2606,Tamil Makkal Viduthalai Pulikal (TMVP)
2607,Karbi Tribe
2608,All Ethiopian Unity Party (AEUP)
2609,Mujahidin Ambon
2610,Niger Delta People's Volunteer Force (NDPVF)
2611,Islamic Courts Union (ICU)
2612,Mahaz-e-Inquilab
2613,Al-Qaida in Yemen
2614,Abida Tribe
2615,Al-Qaida Organization for Jihad in Sweden
2616,Anti-State Justice
2617,Jundallah (Iran)
2618,Revenge Brigade
2619,Fuerzas Autonãmicas y Destructivas Leãn Czolgoscz
2620,Revolutionary Action of Liberation
2621,People's United Democratic Movement (PUDEMO)
2622,Coalition for Unity and Democracy (CUD)
2623,Ansar al-Tahwid wal Sunna
2624,Mutahida Majlis-e-Amal
2625,Supporters of Laurent Nkunda
2626,Kawal ng Pilipinas (Soldier of the Philippines)
2627,Al-Qaida in Lebanon
2628,Al-Qaida Network for Southwestern Khulna Division
2629,Kangleipak Communist Party (KCP)
2630,Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP)
2631,Solidarity with imprisoned members of Action Directe (AD)
2632,United Front for Democratic Change (FUC)
2633,Karbi Longri North Cachar Liberation Front (KLNLF)
2634,National Liberation Alliance of Sa Kaeo
2635,Houthi extremists (Ansar Allah)
2636,Movement for the Emancipation of the Niger Delta (MEND)
2637,Egyptian Tawhid and Jihad
2638,Gugama Youth Federation
2639,Banner of Islam
2640,Sunni Supporters
2641,Justice and Equality Movement (JEM)
2642,Aibed Er-Rahman katibet
2643,Islamic Tendency
2644,Janatantrik Terai Mukti Morcha (JTMM)
2645,Kata'ib al-Khoul
2646,Army of Islam
2647,Jaish-e-Mohammad (Iraq)
2648,First Capital Command (PCC)
2649,Bersatu
2650,Haqqani Network
2651,Martyr Sami al-Ghul Brigades
2652,Janatantrik Terai Mukti Morcha- Goit (JTMM-G)
2653,Jund al-Sahabah Group
2654,Oglaigh na hEireann
2655,People's Tamil Organization
2656,The Joint Revolutionary Council
2657,El-Feth katibat
2658,Jihadist Soldiers
2659,Islamic Companies
2660,Union of Forces for Democracy and Development (UFDD)
2661,National Redemption Front
2662,Jund al-Sham for Tawhid and Jihad
2663,Islamic Swords of Justice in the Land of Ribat
2664,Rally of Democratic Forces (RAFD)
2665,Niger Delta Vigilante (NDV)
2666,Salafi Abu-Bakr al-Siddiq Army
2667,Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J)
2668,Islamic State of Iraq (ISI)
2669,Ogaden National Liberation Front (ONLF)
2670,Al-Qaida in the Islamic Maghreb (AQIM)
2671,Bunda Dia Kongo (BDK)
2672,Afar Revolutionary Democratic Unity Front
2673,Democratic Front for the Liberation of Rwanda (FDLR)
2674,Sabaot Land Defense Force (SLDF)
2675,Jadid Al-Qaida Bangladesh (JAQB)
2676,Al-Qaida Kurdish Battalions (AQKB)
2677,Asa'ib Ahl al-Haqq
2678,Mujahideen Youth Movement (MYM)
2679,Anbar Salvation Council
2680,Karbi Longri National Liberation Front (KLNLF)
2681,Anti-Apostate Movement Alliance (AGAP)
2682,Diyala Salvation Council
2683,Adivasi National Liberation Army (ANLA)
2684,Athens and Thessaloniki Arsonist Nuclei
2685,Just Punishment Brigades
2686,Kuki National Army (KNA)
2687,Young Communist League
2688,Popular Army for the Restoration of Democracy (APRD)
